Close,Daily_Change,Daily_Return,MA_5,MA_10,Volume_Change,Volatility,Target
-1.846290483652839,-1.2811561772595181,-1.631718588968957,-1.7737032107632305,-1.6044480098315457,-1.1545681730708939,2.9395798760182217,-1.9319003630715232
-1.9319003630715232,-0.6900983327906126,-0.9035220939836442,-1.8040405923339817,-1.7064505899930635,0.9105259765607435,2.936679110102264,-2.0992946874129057
-2.0992946874129057,-1.313989409408318,-1.7502969885879405,-1.8537361147641784,-1.77445233524609,4.233659440324578,2.013124584790135,-1.9443357254463625
-1.9443357254463625,1.145076480639565,1.5841056579873143,-1.9045873941116376,-1.8271488617963532,-3.53480665572381,2.384966350199303,-1.8615948287871542
-1.8615948287871542,0.5941623482709009,0.7989628071544421,-1.9405108091150793,-1.832040738293158,-0.4840432040922723,1.4849846621225298,-2.08590324575161
-2.08590324575161,-1.7481574783472327,-2.2998537983780505,-1.98876174789937,-1.8814437272192779,-1.2465451687174014,1.3123996801607702,-2.0332928134927775
-2.0332928134927775,0.36431267586058536,0.5062417932473683,-2.009179195098816,-1.9069685306523307,0.6661245347859693,1.1925561390426782,-1.8391159782788566
-1.8391159782788566,1.4442492779372609,1.9705250506580532,-1.9567868815281895,-1.9056123037587058,-0.6817954884087197,1.609518164142838,-1.7109406445350104
-1.7109406445350104,0.9407580841109712,1.2371043694618913,-1.909788000237526,-1.9075496899252675,-0.470504525118986,1.5180248579945044,-1.7525496471236628
-1.7525496471236628,-0.3544384839824611,-0.4523246361457491,-1.8878295188149128,-1.914572710064301,-1.4772335638732688,1.5312446883079598,-1.670288093682869
-1.670288093682869,0.5905056876811202,0.7645564920938152,-1.8041368929103458,-1.8967489459220404,1.6839821041674068,1.3098406326971834,-1.623416744293148
-1.623416744293148,0.32053219176739944,0.40914770458944366,-1.7215999489225935,-1.8655088061501035,-1.0225059931145275,1.1832326208257398,-1.8037246568776253
-1.8037246568776253,-1.4125004707672006,-1.7803962015504171,-1.7144731812685308,-1.835576425614359,1.1143268807619362,1.1963541899434607,-1.6372867842727519
-1.6372867842727519,1.232643131282181,1.6091155014271423,-1.6996414674999794,-1.8044815756606567,-1.4841307729667004,1.2033959478864873,-1.797028377371897
-1.797028377371897,-1.2556106952372044,-1.5863501967594553,-1.7085981711063,-1.79794293035178,2.1474668055728645,1.473265233402501,-1.7052008167657933
-1.7052008167657933,0.6634797907020421,0.8662033345223827,-1.7156285631835495,-1.7593891908043413,-2.4986017351865315,0.8512053834015489,-1.710462046216703
-1.710462046216703,-0.07716019057353216,-0.09699641625915931,-1.7331569180916333,-1.7266961151320421,-0.5116862881779691,0.868118023499809,-1.6148083062145073
-1.6148083062145073,0.6926677271735392,0.8892432955824578,-1.6951147404072908,-1.7039804744929765,0.6663221514510059,0.5526211414176389,-1.259453710496465
-1.259453710496465,2.673790746645555,3.368036905643831,-1.6190303100381562,-1.6582583872702499,5.420366888051729,1.508564581961341,-1.4172831450226955
-1.4172831450226955,-1.2410238300717438,-1.4712348646209834,-1.5425608273644638,-1.624305944583148,0.8629313589794969,1.7631651883375796,-1.4129768775080835
-1.4129768775080835,-0.004174722640137544,-0.0056684004350760035,-1.4837155501725259,-1.598248034636356,-4.318585347951204,1.7459039095036548,-1.435934698784743
-1.435934698784743,-0.21215830344287578,-0.25848648582930916,-1.4284338443087414,-1.5792617256400943,-1.471909538426991,1.7597044812721232,-1.5167626919709316
-1.5167626919709316,-0.6536198049645101,-0.7980299201299362,-1.4086903511429438,-1.5502010840137548,0.11628522559612166,1.4790517856742313,-1.6621567641223238
-1.6621567641223238,-1.146160905618294,-1.4182750755326474,-1.4897828614856887,-1.5527196671712744,0.20970366044642497,1.4819273504697068,-1.5889807572782662
-1.5889807572782662,0.5211967689343374,0.6633298587788575,-1.5243576934177934,-1.5316506821902174,0.15308842333174655,1.241755157099754,-1.6195909373471091
-1.6195909373471091,-0.2705341763858647,-0.3383260289136632,-1.5659636674316362,-1.522980968675154,-1.3295054196670466,1.203403821610119,-1.6731570764423451
-1.6731570764423451,-0.4456532715304887,-0.5606407156641718,-1.6137332533350057,-1.519203093938875,0.47305692788185844,1.2386655921038603,-1.7071140926888666
-1.7071140926888666,-0.2960654522675864,-0.37526641137474076,-1.6520644077488893,-1.5285509020417398,-0.7458659110828151,1.1542045662219031,-1.706635494370557
-1.706635494370557,-0.033374024024096706,-0.0409504130560238,-1.6610211113552094,-1.5738370066557006,1.1409276338104795,-0.8003032080534465,-1.6325041531401498
-1.6325041531401498,0.5284845190608181,0.6783910493156158,-1.6697854388101492,-1.5956324407279283,-0.7520075270452247,-0.8438306864796858,-1.8907692139010732
-1.8907692139010732,-2.007195087229045,-2.5344834427389706,-1.7243927406375914,-1.6440184763624517,2.008228428290074,0.010034248481597495,-1.6937219061274644
-1.6937219061274644,1.4661466230541471,1.9455009503099212,-1.7285338904225807,-1.6701245899405268,0.09136227678210403,0.7510259831079932,-2.0026844956741994
-2.0026844956741994,-2.3939402176255804,-3.0560949274569813,-1.7880530466477185,-1.7193338968270226,1.7169337143531043,1.5046561383788322,-2.0069892733886
-2.0069892733886,-0.06986391676269305,-0.09005913621610454,-1.8485354336378408,-1.7542550891744373,-2.605411605220486,1.4208825531927889,-1.9271169870388152
-1.9271169870388152,0.5722792092946066,0.7795005123173863,-1.907861763708904,-1.7884981492160286,-0.5841728558806787,1.4461885682080162,-1.7114184979532128
-1.7114184979532128,1.6084268035937375,2.1489663618877586,-1.8717458225531833,-1.7977975273794817,1.192579205279829,1.9775134921011546,-1.516284466102676
