Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-01 00:00:00-04:00,130.0653362910446,132.06393834294664,127.8806032673096,131.45651245117188,151948100,0.0,0.0
2020-09-02 00:00:00-04:00,134.79731931561778,135.1794028511841,124.42226912371116,128.7329559326172,200119000,0.0,0.0
2020-09-03 00:00:00-04:00,124.33410589462989,126.22492542659788,118.0542063507642,118.4264907836914,257599600,0.0,0.0
2020-09-04 00:00:00-04:00,117.63293252898002,121.1892515352014,108.6392591779397,118.50486755371094,332607200,0.0,0.0
2020-09-08 00:00:00-04:00,111.6371597186876,116.57486399475373,110.39294013219126,110.53009796142578,231366600,0.0,0.0
2020-09-09 00:00:00-04:00,114.87997143482694,116.72181031283834,112.92056551052274,114.93875122070312,176940500,0.0,0.0
2020-09-10 00:00:00-04:00,117.91705531414797,118.05421313808787,110.21658902933515,111.18649291992188,182274400,0.0,0.0
2020-09-11 00:00:00-04:00,112.24456662797456,112.89117416243971,107.76732444763184,109.72673034667969,180860300,0.0,0.0
2020-09-14 00:00:00-04:00,112.39152251544134,113.57696217634704,110.5104946638161,113.0185317993164,140150100,0.0,0.0
2020-09-15 00:00:00-04:00,115.92826532812467,116.41811686000261,111.30406567127027,113.19489288330078,184642000,0.0,0.0
2020-09-16 00:00:00-04:00,112.89118075962331,113.64554878604307,109.76592577615408,109.85409545898438,154679000,0.0,0.0
2020-09-17 00:00:00-04:00,107.493022228828,109.92268166103601,106.50352003348442,108.10043334960938,178011000,0.0,0.0
2020-09-18 00:00:00-04:00,108.15921859503553,108.62947187494522,103.93669335200745,104.67147064208984,287104900,0.0,0.0
2020-09-21 00:00:00-04:00,102.41814785510502,107.9534710480579,101.00737320746723,107.845703125,195713800,0.0,0.0
2020-09-22 00:00:00-04:00,110.39294035558969,110.56928720418253,106.94438889643553,109.54059600830078,183055400,0.0,0.0
2020-09-23 00:00:00-04:00,109.35444891624658,109.83450128180968,104.60288350108964,104.94578552246094,150718700,0.0,0.0
2020-09-24 00:00:00-04:00,103.03537806211166,108.01227183725575,102.86883032119596,106.02347564697266,167743300,0.0,0.0
2020-09-25 00:00:00-04:00,106.22920512757032,110.15781656621927,105.48462869485068,110.00106048583984,149981400,0.0,0.0
2020-09-28 00:00:00-04:00,112.67563608554063,112.97934160202382,110.49089526258373,112.62664794921875,137672400,0.0,0.0
2020-09-29 00:00:00-04:00,112.22498485086174,112.96955377049646,111.26487259459255,111.7743148803711,99382200,0.0,0.0
2020-09-30 00:00:00-04:00,111.48039219378245,114.87996240104573,111.31384449720305,113.45938873291016,142675200,0.0,0.0
2020-10-01 00:00:00-04:00,115.25226359583627,115.33064163195242,113.47900350731894,114.41951751708984,116120400,0.0,0.0
2020-10-02 00:00:00-04:00,110.5986697447459,113.02833644438546,109.94227053651309,110.72602844238281,144712000,0.0,0.0
2020-10-05 00:00:00-04:00,111.59797169664843,114.28235580883631,111.24527802064819,114.1353988647461,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,113.35163641976725,113.76311736880227,109.97166399071527,110.86319732666016,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,112.29356205923115,113.20468616045156,111.81350220111338,112.74422454833984,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,113.89047032758153,114.0374272680736,112.26415980867276,112.6364517211914,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,112.94015532895709,114.62524560558099,112.58746166759208,114.59585571289062,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,117.62314590719973,122.63922821898363,116.85897872337233,121.87506103515625,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,122.72738842152155,122.84495546938686,117.22146248428876,118.64202880859375,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,118.54409385785593,120.53289026962702,117.1921060567587,118.73023986816406,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,116.310356852376,118.74001643034555,115.75192636695593,118.25996398925781,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,118.81838669924569,119.08291071292163,116.3985189292667,116.60425567626953,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,117.52516730659723,117.97582977555459,113.31244902310519,113.6259536743164,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,113.84149990284118,116.56508086339755,113.28306942171257,115.12491607666016,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,114.30194158264773,116.30053650109026,114.08640573734407,114.49788665771484,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,115.06611157673134,115.64414021950999,112.26416046654737,113.40061950683594,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,114.02762988414698,114.18438594960614,111.96045598678299,112.70503234863281,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,111.69594407671558,114.18439065946843,110.58887487373264,112.71483612060547,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,113.14589699562532,114.89956625665722,112.21518213857978,114.23336791992188,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,112.71484068747921,113.08712516157364,108.84500909362134,108.94297790527344,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,110.08924129948797,114.55668509483284,109.92268608992768,112.97936248779297,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,108.8058104834756,109.71693455315824,105.53360612056537,106.65046691894531,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,106.89538926607094,108.43352259561952,105.14172009201206,106.56228637695312,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,107.43425040683935,109.22710148050892,106.52312618353044,108.19841766357422,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,111.82330237973738,113.2438687724133,110.06963307268136,112.61685943603516,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,115.55597074027364,117.19208050001978,114.49789713624065,116.61405181884766,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,116.1184491843855,116.98207254997855,113.96919556824272,116.4815673828125,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,118.25788662097906,119.72016046694718,113.89068965360207,114.1556625366211,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,113.39999618595222,115.40203188268178,112.00641204174723,113.81217956542969,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,115.00947786408216,117.40407231304845,114.27343292337838,117.26667785644531,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,117.39426478530913,118.28732876094226,116.36379886444992,116.99188995361328,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,117.21761330543787,117.44332956214845,115.67682618758896,117.04096221923828,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,116.70727992528231,118.73876359118255,115.95161044035504,118.06160736083984,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,117.32556747048388,118.42472313199653,116.74654155242013,117.16854095458984,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,116.40304927547622,117.59053416147546,115.80439881818396,115.8338394165039,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,115.40202164309571,116.84467083069754,114.63653615271986,116.43248748779297,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,116.43249914547822,116.56007757750257,115.10761970352657,115.15668487548828,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,114.99966213068485,115.4314775596541,111.63348296038204,111.73162078857422,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,111.790518875216,113.69441686202781,110.49507247938215,113.02706909179688,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,113.4000062399169,114.57767528210283,113.02707196952286,113.8710708618164,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,114.40100683885197,115.30388680018663,114.05752071089162,114.4206314086914,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,114.79356962817768,118.71914262741467,114.63654311423878,116.83486938476562,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,118.75840286300262,121.17262943236942,117.77700958338507,120.43658447265625,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,119.74959694460068,121.07448377640125,118.64062530578695,120.78987884521484,89004200,0.0,0.0
2020-12-03 00:00:00-05:00,121.2217064345631,121.47687080864875,119.93608350877297,120.65250396728516,78967600,0.0,0.0
2020-12-04 00:00:00-05:00,120.3188050318017,120.5739693607276,119.25889857697344,119.9753189086914,78260400,0.0,0.0
2020-12-07 00:00:00-05:00,120.03420949588822,122.25216040175333,119.97532829515862,121.44741821289062,86712000,0.0,0.0
2020-12-08 00:00:00-05:00,122.05589580298358,122.65454635611202,120.7997060032235,122.06570434570312,82225500,0.0,0.0
2020-12-09 00:00:00-05:00,122.21290783855126,123.6064845433884,118.7485906482091,119.51407623291016,115089200,0.0,0.0
2020-12-10 00:00:00-05:00,118.25789152355308,121.56518960852715,117.91440536931225,120.94690704345703,81312200,0.0,0.0
2020-12-11 00:00:00-05:00,120.15197167677233,120.4758332348817,118.30695512705387,120.1323471069336,86939800,0.0,0.0
2020-12-14 00:00:00-05:00,120.31881844854931,121.05486343190597,119.27854393471831,119.51407623291016,79184500,0.0,0.0
2020-12-15 00:00:00-05:00,122.02643903251098,125.52020426350684,121.82034733850249,125.50057220458984,157243700,0.0,0.0
2020-12-16 00:00:00-05:00,125.03931819484364,125.98144733357422,124.20512793826917,125.43186950683594,98208600,0.0,0.0
2020-12-17 00:00:00-05:00,126.50158877288327,127.16894399533885,125.65758994661111,126.30531311035156,94359800,0.0,0.0
2020-12-18 00:00:00-05:00,126.56047582620909,126.69787027756483,123.77331519705814,124.30326843261719,192541500,0.0,0.0
2020-12-21 00:00:00-05:00,122.69378366864565,125.9225684345885,121.15299652987648,125.84405517578125,121251600,0.0,0.0
2020-12-22 00:00:00-05:00,129.16116708871454,131.90907120192642,127.23762971700442,129.4261474609375,168904800,0.0,0.0
2020-12-23 00:00:00-05:00,129.7009539848482,129.96591941817402,128.34662631501746,128.52328491210938,88223700,0.0,0.0
2020-12-24 00:00:00-05:00,128.87658090822814,130.9767620619092,128.66067317491638,129.5144805908203,54930100,0.0,0.0
2020-12-28 00:00:00-05:00,131.49687835620674,134.78453654371154,131.0257988451155,134.14663696289062,124486200,0.0,0.0
2020-12-29 00:00:00-05:00,135.48134250332632,136.20756393162205,131.84036692071345,132.36050415039062,121047300,0.0,0.0
2020-12-30 00:00:00-05:00,133.05732601338602,133.45970092265875,130.91788050118328,131.23193359375,96452100,0.0,0.0
2020-12-31 00:00:00-05:00,131.58520531879913,132.2329284408442,129.2691167103212,130.2210693359375,99116600,0.0,0.0
2021-01-04 00:00:00-05:00,131.0356326213575,131.1239544210261,124.40141206939346,127.00210571289062,143301900,0.0,0.0
2021-01-05 00:00:00-05:00,126.49179273565913,129.2887698715766,126.04034518982127,128.5723419189453,97664900,0.0,0.0
2021-01-06 00:00:00-05:00,125.34354790829549,128.61158924916776,124.02847705122218,124.244384765625,155088000,0.0,0.0
2021-01-07 00:00:00-05:00,125.97162938150967,129.18078927811055,125.48093279073952,128.48399353027344,109578200,0.0,0.0
2021-01-08 00:00:00-05:00,129.9659063281815,130.16219696626345,127.80684408313903,129.59298706054688,105158200,0.0,0.0
